lat,lon
-17.112718846280742,123.19540073339937
-14.818041369675083,126.69958713828989
-28.63744904555209,137.18907020910325
-33.57792078575369,123.83532126404259
-18.88661101053442,140.69151119130362
-22.721620845029637,115.10313560189059
-29.724018846535753,126.0437015999554
-32.126200783112125,140.42933030238018
-20.84258169493936,120.9361732095929
-14.931654880859298,142.2469968034186
-33.41554713769028,116.85178284703075
-28.031957124821268,135.1192144370511
-24.112860872123694,134.91046821123754
-16.60191728306903,127.162219501661
-30.17373260018656,143.78756901987362
-27.25139365733451,149.08791361046326
-28.470831259042164,114.5908858717378
-31.019621419594927,148.5363862873741
-15.039003726706984,129.7687227426715
-28.247920169266365,115.68466092501544
-31.168953412588877,115.55641686799305
-27.281563688825447,124.94323371255555
-15.799616239882042,126.09873725091515
-27.904602317651946,128.58943073820794
-31.758439510340096,148.9423197706605
-31.917675020430877,134.36060683373466
-17.97496639598778,136.17184937509325
-27.633552387280435,143.66756018573005
-21.130318415962883,123.28344407182854
-19.39500221590793,127.73833242984414
-29.43298356664885,150.68566030452516
-42.4053998855071,147.34350320352058
-26.58508986962839,127.35619317622486
-22.101071581293414,121.10938374710035
-31.28724401327921,134.8966449272396
-33.375423607295446,122.97332967316932
-20.753543947820123,138.7790828595425
-37.38348424592252,143.79426479012466
-37.12199032091327,148.13485098966848
-29.44056847991591,117.84042370319041
-21.881048347710216,137.16447895562936
-22.166505033194706,127.10243112714404
-23.6439741814317,144.71689617080673
-16.211407273232126,136.10001600721813
-17.726552045688198,144.2183144667545
-30.120685526648597,126.90095116249216
-37.37003664659261,143.9521578219749
-26.546407981964673,136.77281834077584
-38.37428116796659,147.01367454937912
-23.136877165858255,132.46456554343533
-19.07445423293631,127.75793211935547
-27.25009866496294,139.1119031454148
-34.117460455829644,142.43685944946492
-26.97491793133303,139.86611006056341
-24.36389946030723,126.71601981288467
-25.96997305837659,134.3278356183032
-11.757211294698621,142.24056592054936
-29.712911449505135,127.02710111619916
-34.97490415418324,137.69886491671548
-22.987711938306223,121.32245057419928
-26.047580334999974,131.58542210939817
-30.768035788381365,136.50500539942578
-31.228266643596136,123.48372068111269
-29.465108685990586,149.04959428205376
-33.81221167554433,122.23079603433018
-25.07324972931053,137.9317114496331
-19.996652070221725,146.6714412874788
-14.893415189497873,141.99747042478992
-30.308454933040533,143.93093390126103
-21.418858465005947,132.91627627351176
-16.22337806787206,124.88259475398593
-30.0117762240882,115.09856529898306
-28.35520625548978,148.68685349178028
-35.268777109786406,147.7710897777887
-28.491124861803634,120.53327326250422
-37.419020917932784,149.15313049165195
-12.45480625283329,136.52294303474545
-21.648484840609385,122.46052297882353
-27.370149473684478,151.5123383243008
-26.141567499540987,131.2778471176171
-38.054411805221456,143.50576954327073
-30.037021857221152,147.34518399074867
-33.373399752956544,119.77677954786044
-21.288768632006565,129.51473968212167
-14.528861194080687,135.4751620176567
-25.243187966621065,141.3519608203508
-33.42420555483701,145.22314239558835
-28.430564449114982,131.09713097591688
-28.0286149765591,143.02517888282145
-30.40324396951332,152.1950038496928
-23.91515386826088,147.75055873252938
-29.728981631896588,137.68787681275862
-12.281404330672643,133.95336308272482
-17.84832216213553,125.9170794791381
-22.23502399622,147.64442444842615
-24.284477652747654,146.0623018690959
-24.262818199175385,115.09581570238096
-22.592198593706527,135.64359219727987
-27.881370485100568,123.37209875869863
-31.21974099458778,126.94416258212686
-17.48890818710961,137.3037989093778
-21.324900659903278,147.31758813661392
-28.400753630245447,123.74650430431899
-19.74436114186292,124.76466991961038
-21.101691024595823,116.3479580752553
-31.28103431761778,120.34850494962623
-33.54232025973095,147.9066023447355
-27.634802237228676,117.68788120700063
-29.90787061020308,132.17733276682443
-29.803877103029194,122.45341566849325
-17.80424268687652,126.6111688998554
-31.992824374169388,135.99737488306332
-29.17272538339215,124.2242359388085
-26.01245257006128,143.7724975328092
-20.03980057950071,138.03353764694023
-17.351305152468363,139.02109576354906
-21.059878549020915,120.59509420301127
-24.755535759269502,123.97423029126278
-32.8741812008987,124.36228853319749
-14.466033838612109,130.1088492462692
-17.527562401587566,142.2726572997599
-18.31172205872676,139.04290864484906
-22.452501871255013,148.7172469416248
-23.42285987857708,116.42302173764092
-35.8783279807654,142.82850368679706
-14.426863499861525,133.1064504162113
-22.89799785882261,119.77060902748218
-24.867897241621893,117.97514502680683
-16.43725586124251,134.64587891000102
-25.89674202248765,143.9230034216374
-19.880482392888258,133.43255217988775
-41.46219121018659,147.92655048178432
-15.770821085795589,125.4940387160383
-30.91465934792611,130.01577482569485
-26.83365684704596,132.81919371626753
-22.841606450665317,118.90591114287365
-31.388208481164355,133.81507287984968
-24.49245005995413,136.3754545067068
-24.42566449674026,151.0094963938715
-27.536177274963958,119.97959117291563
-20.3275039501945,119.8502144527586
-32.29548099105608,141.39989070267072
-17.836584509688418,127.72724737624868
-22.185360565516,127.11720118122221
-23.674272835163038,129.16213785723457
-30.8467772274946,151.3649402644779
-16.71070837070118,129.47889656038205
-35.49116569252885,147.6529918030015
-19.652440207013594,127.48307743197223
-20.003657645839485,129.227716843889
-32.462799207054786,138.0495002880759
-21.006641506347577,126.5345504310415
-38.63653026435221,145.7532561725431
-33.23180308296426,137.83375386824574
-19.80665612196355,146.69748552717317
-11.436173872673358,142.34302453873184
-22.098799393505608,117.11264954115181
-25.05966453811725,115.95524151247652
-20.115446685874588,120.73988340241239
-27.62088460394075,151.82564495210158
-29.359057425964554,125.78225221303327
-30.536672666849743,118.23640344889745
-22.86651774275752,122.00120076599117
-16.54159387264081,134.2905769991875
-23.60759625076192,149.91350693316582
-18.46879359598505,133.46075978270355
-28.43253031920073,136.3733107151041
-33.90472871185607,151.09905663977497
-22.06315439826508,144.78174547886428
-22.765712173852183,125.2039948328785
-34.25444213037241,117.55097621858394
-21.886498312189378,137.00926716489536
-25.634026181775848,145.70098403904558
-23.838256904831855,131.48523808165342
-23.980435297756856,132.2992099651571
-27.166993245857768,123.09485178676998
-27.290286888005085,118.41151987845859
-29.745471934791098,151.63564731206836
-26.345825289074597,137.0931532741442
-25.737997128036927,123.89220925676915
-18.627327165102677,136.84452992611077
-20.582953081158266,128.80252838763312
-13.099684271461339,130.83300012451963
-21.544441028949002,126.74835091496007
-17.605502594812812,130.82391712672157
-19.911866876019236,143.79639487399214
-15.650173474137492,144.87594245149384
-32.39743710194034,118.83744753469736
-23.60644560731194,119.06410490295069
-26.89513994711434,114.46440452592745
-35.65558286660669,148.98335706509084
-30.267353114256515,117.6650616645897
-20.082794529984945,145.5666496488359
-26.77108424393298,129.37262191678096
-19.682032934933456,126.5125696720435
-28.01197951652764,148.4141530954302
-13.854764384545252,134.37819289043372
-26.39419543966025,113.88966072524435
-36.78540844227999,148.72543135963974
-25.619818835167322,133.83172994912493
-27.54036816620974,151.94342359713107
-21.38746517098603,124.10334941885007
-29.526446628834268,131.83442316677719
-26.065364259371762,151.55328817901193
-26.535095858516105,132.01773151949087
-26.85532378271399,137.4658639670366
-17.228782228843905,132.0278029049432
-31.942618038461397,144.30379245364114
-25.713196663863854,141.07234220656605
-13.235551041433133,141.8398405509702
-29.53011775043442,137.18859876189464
-28.988389031183978,144.84767898586117
-16.848243365068633,127.29187942859458
-16.82158726872766,125.5683349710348
-33.833279588365095,150.95409085163934
-22.068489108566837,116.2487131860684
-22.57434381559494,125.64586144973563
-25.456559030394246,127.26219969592972
-20.44728162447836,139.28442736671704
-24.12497805399894,139.7666327892349
-21.411875656758383,137.2910789274445
-18.355269626330838,141.00930138189008
-23.721795870325888,150.36452623021097
-32.303909430786234,117.25131800391897
-27.677970351758447,148.30696939761958
-16.495398888192142,143.9668510467992
-22.91682288630394,115.95976642161271
-18.30492845137346,122.52875383506188
-16.536394820106747,143.35309802372112
-18.593872312177872,145.16350747421995
-20.309797111690855,143.11161160098547
-32.54910019282532,142.3897592315194
-34.89760270271484,118.2272974771516
-22.483317626763586,118.3807980130894
-20.580753688617435,142.02304010424257
-24.139619354211096,118.87662704542718
-34.51242487020252,144.66755823851113
-28.63322838056657,117.34600939934951
-32.019024323123304,152.27753516510376
-26.68143383595786,142.10279532990484
-26.071128922256534,118.17379103479234
-25.721558367648264,141.6003332308372
-33.70419985368408,135.30394371131044
-24.248353963720735,118.07864848443184
-28.590438175492263,123.70077393869045
-32.306609360627434,119.25988964108382
-17.467792910382038,139.38054183356934
-34.9160019764286,139.14736814652946
-31.04504925335747,121.00852002077711
-34.476962349837244,115.68687210315463
-31.21244649320851,137.08594374738428
-13.903590192253635,134.00832770460647
-15.952432902104938,128.54941975114693
-31.171334757911474,118.23179117834226
-26.941480129335982,147.94305630795265
-31.497171610578235,128.71241466290257
-37.78106868721379,148.76405310617866
-29.94587995263182,130.82174831528897
-28.836099991328275,150.40238614856236
-24.590806223333775,114.4403582846905
-28.30435422939817,118.63856942913108
-24.891629046988804,152.44491566978203
-19.21167144839209,142.37112397987445
-28.29792180224024,134.807129659819
-26.479410642511723,150.2621930621429
-28.18521571420274,141.7326148908534
-29.38411562328985,123.21030465739011
-20.630212450273305,129.7345747792971
-33.5316748816917,150.38882391033104
-22.57981155988812,118.91934442698818
-28.263340319829155,132.21683942726526
-42.76612844386113,147.54527463867086
-37.87474182732974,144.52400830460942
-28.77176632420998,145.01319230801877
-34.31111028730628,146.13654313217376
-21.519137449199746,133.30642774385512
-18.463963565762963,128.6591322236182
-13.143926859279684,132.09452177911686
-30.70348856373491,138.2578009728427
-32.209731727024234,125.36414266862604
-28.907512901790156,116.37527893121792
-31.984743863441608,135.65135294908885
-28.03465436773533,131.6381818678257
-25.056809460983516,120.03709722335708
-22.835600720316823,118.9483325665595
-36.70775012903117,140.18521599733873
-24.55041058028874,115.22674818522104
-16.72669700823227,124.82447002395764
-21.582875941698305,121.68481091631276
-32.03413834096286,138.416798966615
-19.91327870918415,129.0513568344959
-29.392948074068997,116.15320945168857
-33.01366748672268,137.18344853095354
-23.239778674194408,117.26812883656078
-30.605930040161404,117.45343869713577
-32.697910551019184,115.78903461657468
-22.8599346728582,122.52846294864258
-21.463249425665996,149.08528724116184
-16.260567655951128,131.06505634942215
-32.43025015585474,152.4385571661686
-30.604158490071043,151.06929230383423
-24.648729507052597,151.4339864855587
-27.112444708459694,136.63789241409506
-30.83336727469696,139.11598012393995
-31.415164477762097,120.04891498764023
-31.814046380667143,124.42605847113666
-19.541042550432746,126.80383065994211
-21.135265122976712,119.3752291039578
-21.104228462830392,144.62367348364592
-22.086725711707707,116.99767427405621
-17.384532749231738,138.89392596885563
-26.96821737526849,114.4385129364283
-31.776555930170225,123.8929510743862
-31.605504133307257,142.77005822992703
-32.506578244188745,118.79419611781019
-16.32334199163825,143.85633684451727
-22.54196985384268,119.96958363864283
-36.603734533272124,143.6870657101217
-25.264134694228275,134.949254470244
-41.18217537070319,146.81496578847933
-19.687943084840608,144.64988164073392
-33.6662860793088,116.85593578930609
-32.977790724375076,137.9651928228374
-21.461942363342438,132.6578831747929
-42.143428440184515,147.93398138750263
-18.263135443115665,128.70098291949083
-22.8312162516171,128.53744672707134
-31.017587060280427,123.34818213791988
-18.017894799199286,138.03706424415967
-21.917038303805786,129.710267789902
-34.884398826039366,146.44446496068815
-22.76640650203395,130.17686215328862
-23.333962824434906,145.3648029886226
-26.596118440627745,130.18636181417432
-13.749109495007684,142.14554334800778
-29.043587249768176,142.621325604306
-26.759406426419105,144.22073595016647
-21.917669232281547,117.53469717848463
-18.488855213968712,140.20565875063136
-37.682327516305826,144.24916746130407
-23.367153934446037,127.04537456142043
-30.542001582739516,147.2325392108555
-19.72118990111393,138.10712495199044
-23.655590448599135,131.11680040932174
-24.03822325046068,142.30558799686392
-21.862472591036198,119.95895453397536
-17.211828290170015,138.7518143820011
-24.015001983662973,142.93743834444683
-22.539592386294444,134.0656681034714
-31.896440266676567,127.52681183832564
-24.163474795326618,133.05713747239292
-13.664088111752882,136.0669945406146
-34.52793359274604,135.3922653826707
-23.547280029168025,137.9763824215721
-23.070539696716168,139.33640543621692
-22.71661030184313,127.83273646944829
-32.309815597924214,122.3589402747195
-17.11307193462403,128.2933525867114
-23.962208672775546,119.43431028176738
-22.60059549054003,135.05704351133127
-16.16022869225587,129.9703455057378
-28.462489130834804,125.93583038082508
-29.665455328985665,140.4279343147822
-20.540300335786707,148.26877625968393
-15.64601623045586,135.27998939169206
-21.555820465757723,144.75227659800922
-33.88665565872159,138.20976711102378
-32.17476644293259,150.28575194990518
-32.03014856168192,120.65332789548953
-31.602214035200312,146.02703048275737
-17.9244904555513,124.60119932203982
-33.798233474779536,116.0890948432291
-23.90302750000782,120.52868837465667
-23.93578395335281,136.60583137528693
-27.726528713425616,130.3805847623475
-32.6836500098795,140.47160955671933
-17.354906263498336,127.78205527138348
-26.73631433090001,148.24398019398765
-23.383273809920563,118.37461806956566
-25.290570273003922,135.3008677128649
-41.58445635237454,146.21703080238026
-22.301225873554415,132.71032446163034
-30.170141748469135,122.67987663811144
-22.497446510629793,144.31556554377485
-26.985419300754227,124.76589190199313
-24.5000075491107,116.45383141486965
-27.036869107038413,126.20951727504237
-31.058658601097278,137.44950207698656
-30.188984470248933,150.70348066091395
-21.175181224065945,137.6312784700352
-21.72466234220123,123.89133899211312
-23.114850553430337,129.28197035290214
-28.95879632873161,147.03461581684655
-21.951876324690197,146.37721628562824
-20.86178565785631,142.88388245085676
-30.253040312035132,129.2145513784247
-28.68946291827246,125.49035012907072
-20.735259620762378,134.05780688007263
-32.569465090667286,134.3969275754
-22.327335619342694,125.02188149707091
-24.86995421101168,147.99720737766762
-35.01908115355535,140.17456137732916
-36.766807592233185,141.5256295516274
-11.929614444901212,142.19648305934413
-21.558912012352813,141.18753477899068
-20.128357100784374,146.49601808264862
-24.225216481080654,149.4225358263921
-28.83577211341209,153.409334130543
-19.508175696443345,131.15655815067913
-27.521932214882973,134.98863355847394
-17.85293699622451,125.64502081336572
-27.172220615517254,138.12271245020526
-28.280201271940886,135.15363884418454
-27.164866621624345,143.4058908538058
-15.428503333529346,125.34041120979029
-35.28527034947011,138.8058082576203
-23.024392480016576,125.11272787204325
-31.490503736445156,151.02728759404167
-19.343800259532294,128.0911126896797
-29.269228370836622,139.131229116763
-29.272601029850712,139.80633342114052
-26.34344077205596,119.4244160684618
-22.150150798468154,148.12221736053164
-20.46050144819496,125.00553581163761
-22.84816008843792,119.50523495529345
-23.6144785192903,119.81438765681735
-13.797991541082524,142.82103610615215
-33.025473342485185,121.473660511981
-15.717266376896923,128.98379212210543
-31.848125440523518,125.89475339944532
-29.77117644368892,143.79760125256146
-18.75401731658055,137.26707992512067
-14.895332979381404,127.29854889787973
-21.158274934827414,136.79795150314246
-16.72458637413918,142.29361897950787
-28.281295841629476,122.57545368327418
-16.044572720381815,135.21160543237875
-34.933646519345444,117.79340684997614
-31.99213304091449,141.17820916185678
-16.278455020232663,143.61551793805725
-31.7209790056548,124.97910115872995
-27.894658766150478,134.50795310394489
-29.92822152807891,142.65968062669722
-23.867368708338812,132.5853794280116
-27.628840130109666,143.3820605692328
-32.981656998452216,148.7031146317174
-34.38791125002737,140.49966147747762
-32.141919647454024,116.91120343713203
-12.023533059653396,133.83752986265375
-31.33849065217182,140.73114706395017
-27.12754160021142,132.1626280709037
-25.465290770972025,121.55293025886189
-27.406746014876212,144.71651823090042
-25.263565216736563,149.15964838510308
-34.142510646742764,148.24956236620307
-26.50054708722067,150.8861806944402
-28.395858086150447,125.67831869524943
-31.259823938996426,138.3877505235228
-31.738166872321713,122.28028431850176
-30.66370412078699,151.98162738266967
-33.274407297127425,146.9260242687427
-24.084144141808792,124.75354513077069
-25.089308229511442,142.93843441947678
-33.502468823079965,150.12667963918682
-19.44167739793842,125.04483529505175
-20.05467673270825,132.10199846114676
-30.15682479780255,120.77864974160856
-20.00546366553673,132.78169637801795
-30.404812965619072,123.73000336834673
-23.597722870336906,143.33005200706893
-36.946683981463934,142.15880089207567
-30.39810449465142,151.21948382112458
-36.52779779393103,149.34384947371765
-23.243549258728848,119.66923136067999
-16.963158022266796,126.09074336789394
-22.24064237751776,137.41353196606715
-28.756710127571893,118.55222597038764
-18.835518295832227,130.21431999040342
-23.425920000242854,149.40496242121483
-31.3154244576996,138.07225159657742
-35.88756999689634,140.57019637176563
-23.697228829234334,129.16431679459777
-26.613695734378204,139.3167548965797
-33.2750171952498,151.18458709318935
-20.436357038817484,144.6049454929689
-23.035584108230353,145.2618703125558
-33.510390410408334,137.11853751538035
-25.118204415055295,143.9732809186053
-31.709089217918454,128.01466646996573
-34.399056063759744,140.67135080981396
-22.94186453309163,121.61431862187031
-31.18156347198541,133.74536242788662
-24.804813518273356,115.91840065811931
-31.566957845901435,150.1268445088274
-31.35855115308022,134.21594167799944
-29.530655609191907,149.7647199788343
-20.83753673539744,129.6891224994151
-37.83449383448444,141.54030256586117
-21.019381865172846,128.83748506345762
-28.524242040972894,150.61806438659
-17.631277639003223,140.54360974660003
-32.62303630439199,123.2995549660283
-29.327718438402858,118.99797899418645
-36.02537053409279,148.23453885058422
-15.111205950096942,131.75276084948044
-20.652657211172013,146.55420703740674
-28.279370405544277,143.98258207449013
-27.421265664576865,132.27053534286983
-29.93238014987753,123.81263336937356
-25.913456562225992,120.65590402371618
-25.398543825936077,123.90230273658565
-24.892220643200655,129.38296614348866
-32.72278776872035,125.04180842599044
-23.324185502834315,142.9767915056272
-31.160791588418157,122.63097080649995
-29.797265644850977,138.78730679576384
-26.283613570401354,126.39029031332896
-28.46508400207388,121.97304631785933
-24.672278158403575,114.27543023867976
-28.61642927336144,129.5118435258283
-28.202677617723285,144.28584858360512
-25.974625102358488,121.12135659400263
-25.64579771807932,138.798138198241
-19.99950816991614,122.35818164204217
-17.7299939468274,140.9067638884859
-18.63071072166065,130.52846716849535
-22.456995899047364,139.75729721697223
-13.549222850877623,130.3692794057696
-30.450045131083,133.35507800396243
-25.936163302228493,115.35374974812329
-30.703036676257874,117.36461632421863
-32.167913743129546,144.80610491627317
-25.47602713534186,136.85346437865053
-30.472486299465686,140.23013582160678
-28.32363998965821,151.2730520244918
-27.599473619313695,115.62685132285819
-20.18732194807346,146.08519874797767
-30.732859754531745,123.84366518243979
-26.799942595566186,143.6366798012725
-31.45771403761985,134.80387664131837
-25.329340331616883,126.59118441665811
-42.86561971772382,146.74464682329497
-26.786238890363023,127.15957586018145
-20.208106606562875,142.1788671577691
-37.334937303863825,144.15365833752205
-30.416802512553943,123.69934529172872
-29.090394415328532,136.73257342496458
-20.015418170109893,126.63400635961284
-28.9029229244656,152.7962621009106
-20.216134182366986,126.09878644130414
-29.936330385562695,137.17355278982745
-29.643231941512717,127.02427509319828
-33.916905717680116,135.41349867729792
-27.96919400839189,126.24387483996955
-30.761010836337306,130.3229020604245
-29.91179099999494,130.80330458101707
-22.649192115158385,136.73185657629568
-28.99178392560239,135.1434453615146
-27.965687861048597,120.86384490408064
-17.679236049480078,140.97750292074033
-21.570782702151014,145.3810332605924
-19.578346699771465,130.21207517620815
-16.63121311632001,124.24099849416069
-22.873064781952966,149.60891503816552
-37.218274976969354,145.50733842256116
-33.693952965409615,136.50459971574122
-24.733314505128977,120.58584010611278
-28.1236967048251,132.07684167133385
-17.451715438549325,143.6455165219793
-33.23855191501229,121.56328239138449
-26.59888674464574,115.42029152046538
-25.76597651348299,143.113366718178
-19.718556400802427,145.24427332347508
-25.964239980172014,134.31673420953004
-30.247875361826413,152.5371016028802
-38.19484093523864,143.07524432677607
-30.857185095934884,151.6154033974502
-27.84011643444927,123.19109697272044
-27.376357957236134,123.90511185355908
-26.36100561784608,125.2237600950404
-26.594175783662813,128.92144313862315
-23.68248316122559,141.9893288322167
-16.535779774823094,127.92359992577428
-28.828032064784242,126.68361182167416
-11.91721092059317,142.83569549446534
-31.962545863435672,140.7900890517817
-24.925748871552727,121.67039086923933
-21.392520022429775,131.27586079764546
-27.656274343607915,149.14864085307238
-22.06322998978855,148.15310485493328
-14.543415016687412,132.63867917423568
-29.092954912770143,129.8817451363895
-22.385835219867502,138.10741024772898
-36.59649519677315,142.27026486055118
-25.47143803617967,128.0114527253014
-28.898274515091448,131.74458666761376
-36.23159307587342,143.56829488865435
-26.709944675485044,133.9876329715287
-29.690546765084505,117.48964491227999
-15.627178107474624,144.12407387254478
-25.718106667307953,126.51898180320825
-16.94647801367338,130.89959914268474
-21.505059633840222,117.0936743365016
-20.12215702166603,140.51610194968194
-33.645573853629614,144.6026516289133
-13.017140673149925,142.31945528808242
-21.424936431710535,131.80509043996648
-15.723393038037678,131.59772654581428
-19.31146363586855,146.62206715973707
-36.1122151759137,146.8395399946453
-31.497090466602057,140.57438112688033
-29.714830870538197,129.012003220042
-27.312680781081966,126.19829839443136
-29.308251529367535,147.1034206047839
-30.316846130369292,149.01350581055772
-23.96206003130735,135.07383782493937
-28.60010838251317,139.46430720218797
-31.974878275048184,136.5027183572692
-32.16909305597987,136.65887606989116
-14.914283991191184,141.6360108336296
-12.139845301486218,136.37094481412888
-29.917967506714565,124.81617228807306
-32.014853635374074,134.23267171947532
-17.832666162509174,130.57513856515845
-33.62428448071657,144.64948310224526
-31.652372004609138,138.1521076793233
-17.13219138021081,124.79348343698481
-25.16333807659673,142.02845008075042
-31.565201229960962,144.3781609134839
-26.284446254476723,140.54019358313482
-23.186879348556538,114.97271931188783
-17.46066121495467,126.48221969517382
-42.73991430430968,147.92116684955408
-29.140454643294987,120.07831176988712
-30.267778681450768,115.1505538474314
-31.458440338339603,139.23091064366076
-15.111824618456101,142.40492165361744
-16.33818244770894,133.95427158867315
-21.92872589337033,144.52469586325847
-22.248533956461426,142.15751488191154
-17.569375237382364,130.10525742096294
-20.86685897443436,138.74600426589583
-32.43826310478855,123.47556023371459
-20.89671238472994,147.32959277055994
-18.700226586569936,127.43822040828941
-17.02258799778588,131.28083150993726
-29.972722750556088,142.63709880987614
-29.926542716367656,141.68656560927056
-41.145219942913684,144.83108699409414
-26.28842136689117,146.8322549239802
-29.417259727485025,126.11420471358782
-22.1181679918218,145.1475163529606
-37.99766947008798,143.6835747148355
-31.410793220790353,136.9035891084184
-23.235295902736215,127.12659374897041
-38.27061868555726,144.39785671059258
-29.412446517039296,152.3389164575498
-19.359356222145475,134.0649324557591
-22.108754802490147,148.2702167879183
-19.930769037281117,122.28778790756388
-18.569858162389256,134.83158689051396
-30.33539730826658,127.26158413257033
-20.160218239709067,147.7055394316559
-19.195524783044043,129.73973173346167
-21.417942093037006,133.69385822771974
-31.907561629882096,147.70113013716863
-23.531709974234126,125.13560442073852
-18.553605012285782,140.36991791888983
-30.515836874432374,135.7350718506103
-14.30084270106341,142.51842444966212
-26.2849288747286,145.43736363595755
-24.58727557798693,135.2135288338863
-13.949044270974213,130.01366555431454
-15.459999373966095,130.9278751766839
-23.64152539304052,143.60780871074675
-25.182686058979648,118.0873536924019
-14.45813853346477,141.92769630836472
-19.11030823175905,124.87002451513126
-30.73415667194879,131.2194586445624
-22.80208265189405,150.57309533086928
-33.725070905126174,142.88940216552217
-17.21840949252587,131.35692276752525
-37.633016444864765,146.5302115317795
-30.0233401603218,148.54586783193034
-25.082335834304686,114.08528689944413
-27.528089657881466,131.66285894648416
-17.719817360111225,130.2844657929309
-25.928200076025945,136.6501404430014
-31.58360458108912,127.61117313210269
-28.6630076531632,151.92208707866695
-32.858386733142694,145.60765761372983
-29.648004999419516,122.58399897017827
-26.16299423560812,117.74341318789577
-22.5039333501008,147.68702071080224
-32.073099547690106,137.2896557300166
-31.051970850430422,124.75026466909198
-19.423904104243352,134.9211377125914
-27.84957951246115,135.71281082559915
-26.62935731149166,120.8872736551734
-29.359581356809805,144.170485796213
-32.951750324414675,141.91916727664403
-23.610171555165042,146.71122976115197
-31.392860251400016,127.4595798534719
-31.814107634367588,142.13348437517655
-29.61958913426176,122.43053720811817
-30.68856486105389,115.80470437687458
-32.235350733084644,138.01019849482225
-29.547241515389906,119.97019526420536
-27.945941845083077,138.12272385450473
-30.223577270420463,126.03448827180148
-25.07351314670018,149.79197502441687
-18.973110503257445,123.17726915292282
-27.58594136115446,115.1714463322391
-27.479500143191824,132.0922995245123
-32.09323072094881,139.02370946609958
-22.20971882553499,145.59743378186718
-30.114800523628272,138.37531180400794
-24.880692939422513,152.3226236963069
-31.242472887835174,129.0565249174576
-22.007512949587976,126.3184108730809
-19.3619148524696,139.01523811101126
-19.858980478056573,140.54227617505057
-20.31211006900483,121.06195567008581
-17.031218048454384,137.66814398730025
-25.243336409099676,137.83938577437203
-23.75335217871687,130.78669271482792
-33.519773989878324,141.2062420484465
-27.78848063941921,132.41058622876275
-29.67315466663262,134.58015603461945
-38.06367729500181,141.7370909875558
-29.598593439587415,143.59608853420917
-31.68669899460673,127.60486760723464
-25.44626714370822,124.55902545906625
-37.242153456148586,143.78139689294323
-33.99201380598214,119.63020560212465
-24.516028654118458,150.66779125790234
-27.524916849857632,151.86545045735207
-34.631952569454555,117.3341734919366
-23.8173338993832,115.64622654547745
-18.883958494197895,138.27813919693685
-23.122810573686078,119.34349260323164
-30.670410616977186,126.08511217796925
-20.48577797235955,144.207698870625
-16.4415739368109,144.20773749299053
-24.581114627528102,141.13497055915343
-35.974130366427566,146.26588777556339
-29.37431881836698,131.60039651884637
-22.336408149054414,143.225611379776
-27.84600995771846,145.53319059188053
-20.63497307879754,130.33845617723688
-25.779014614933285,116.66838841151801
-30.89794360703235,135.79768193412679
-32.24425336280163,141.2309435713102
-21.48297910460807,131.71271774136324
-16.615490566004244,135.83096525368117
-25.117679106118914,152.1786023333339
-33.29784303209321,135.66570177557873
-12.431571618068407,134.44194312374034
-21.956361115115328,144.7710923066032
-31.520189853686617,129.79616751519725
-31.00251695112953,125.08940163053137
-27.110784577942653,133.61010987845006
-20.107417074430465,131.02406274166913
